0,1,2,3,4
2022-05-15 19:00:00,"Walmart, Moderna, Target, Deere, Home Depot, and Other Stocks for Investors to Watch This Week","Retailers report their first-quarter earnings this week, including Home Depot, Walmart, Target, TJX, and Lowe’s. Plus, April retail sales and U.S. housing-market indicators.","WMT,TTWO,ADI",https://finance.yahoo.com/m/b89a7f5f-b8fe-3b52-babf-213422504c5c/walmart-moderna-target-.html
2022-05-15 19:00:00,"Economy Week Ahead: U.S. Consumers, Housing Market in Focus","U.S. retail sales and existing-home sales data for April highlight this week’s economic calendar. Economists surveyed by The Wall Street Journal forecast that retail sales, a key gauge of consumer spending, fell 5.4% from a year earlier in April, widening from a drop of 3.4% in March. U.S. retail sales data for April will show how consumers are responding to high inflation, volatility in financial markets, geopolitical uncertainty, strong job creation and rising wages.",,https://finance.yahoo.com/m/8b191310-737f-34ec-a96d-c93f02397f91/economy-week-ahead-u-s-.html
2022-05-15 18:34:04,Dow Futures Tick Higher After Losing Week,Exclusive-Gaming gear provider Turtle Beach nears board deal with Donerail -sources,"^DJI,COMP,^GSPC,GOOGL,^DJI,COMP,^GSPC,GOOGL",https://finance.yahoo.com/news/dow-futures-tick-higher-losing-183404537.html
2022-05-15 16:48:00,‘Nowhere to hide?’ What’s next as stocks slump toward bear market amid stagflation fears,"U.S. stocks enjoyed a big bounce Friday, but it's far from an all-clear for investors looking for signs that a selloff that's put the S&P 500 index on the brink of a bear market is now bottoming out.","^GSPC,COMP,^DJI",https://finance.yahoo.com/m/e231c105-c384-3c6a-ad73-9dc2a6d6d08a/%E2%80%98nowhere-to-hide-%E2%80%99-what%E2%80%99s.html
2022-05-15 15:48:00,‘Rebalancing during this pullback is a great idea’: Ask your financial adviser these 6 questions before reacting to stock-market volatility,"‘Following a ‘system’ is essential, which really isn’t all that easy for most people,’ one adviser said",^GSPC,https://finance.yahoo.com/m/a2735ed4-8e8a-3927-a35a-b710d458cdef/%E2%80%98rebalancing-during-this.html
2022-05-15 15:43:00,Inflation isn't going away any time soon and the Fed may have to clamp down on it even harder. Here's what Wall Street experts including Bill Gross think,Read the original article on Business Insider,,https://finance.yahoo.com/news/inflation-isnt-going-away-time-154300900.html
2022-05-15 14:46:03,Weekend Market Wrap: Top Updates From the Cryptocurrency Market,"Ex-Goldman CEO Blankfein says recession possibility is ‘very high risk factor’AUD/USD Forex Technical Analysis – Early Breakout Over .6941 Puts .7048 – .7099 on RadarSweden’s security needs best served by NATO membership, PM saysGermany’s conservatives on track to win key state voteAs Australia votes, indigenous people call for debate on rightsGermany’s conservatives set to win election in key state – exit polls",,https://finance.yahoo.com/news/weekend-market-wrap-top-updates-144603357.html
2022-04-27 16:33:44,Is Meta Stock A Buy? Facebook Parent Rebounds On Earnings Relief; But Still Struggles,Meta stock a buy? The Facebook parent is still searching for a floor after crashing on Q4 earnings. Will Wednesday's Q1 report deliver relief?,FB,https://finance.yahoo.com/m/4a97d13f-224b-3986-8f2a-52a6de3a4312/is-meta-stock-a-buy-facebook.html
2022-05-15 14:30:00,Bearish Bets: 3 Sluggish Stocks You Should Consider Shorting This Week,"Using technical analysis of the charts of those stocks, and, when appropriate, recent actions and grades from TheStreet's Quant Ratings, we zero in on three names. While we will not be weighing in with fundamental analysis, we hope this piece will give investors interested in stocks on the way down a good starting point to do further homework on the names. PVH Corp. recently was downgraded to Hold with a C+ rating by TheStreet's Quant Ratings.","PVH,MSTR,MLM",https://finance.yahoo.com/m/9f8ac19e-edef-3d58-95cb-6093f42a208c/bearish-bets-3-sluggish.html
2022-05-15 14:08:09,Bear markets and a truth about investing,"Follow Yahoo Finance on Twitter, Facebook, Instagram, Flipboard, LinkedIn, and YouTube",,https://finance.yahoo.com/news/bear-markets-and-a-truth-about-investing-140809216.html
2022-05-15 12:30:00,"The stock market's 'best hope' this year is for companies to return some of their $7.1 trillion cash pile to investors, Bank of America says",Read the original article on Business Insider,,https://finance.yahoo.com/news/stock-markets-best-hope-companies-123000916.html
,Hedge funds scale back bets on US stocks as losses surge,,,https://finance.yahoo.com/m/b9e2818e-4733-3eda-b41a-acac9d1c8cc6/hedge-funds-scale-back-bets.html
2022-05-15 12:00:00,"Largest U.S. Pension Bought AMC, AMD, and Block Stock. It Sold Netflix.","Calpers materially raised stakes in theater chain AMC, chip maker AMD, and Square parent Block in the first quarter. The pension slashed a third of its Netflix stake.","NFLX,^GSPC",https://finance.yahoo.com/m/fd5a3d8a-8406-30c9-a50e-c3ce8088102c/largest-u-s-pension-bought.html
2022-05-15 11:39:24,"Tesla Stock Vs. BYD Stock: Amid Tesla Shanghai Woes, This Giant Is Set To Seize EV Crown",Tesla Shanghai cut output again after Covid shutdowns slashed April sales. BYD is about to seize Tesla's EV crown.,"TSLA,BYDDY,F,XPEV,LI,RIVN",https://finance.yahoo.com/m/1290d6ab-a5b1-3718-86d9-d4814e62c904/tesla-stock-vs-byd-stock-.html
2022-05-15 11:22:54,5 Best Chinese Stocks To Buy And Watch: Shanghai Lockdowns To Ease,Here are May's best Chinese stocks to buy and watch as China gets ready to ease Covid lockdowns. Regulatory relief hopes also are rising.,"XPEV,BYDDY,LI,^GSPC,^HSI,BABA,JD",https://finance.yahoo.com/m/e074e541-a391-3d14-a74d-dcf58539eb5c/5-best-chinese-stocks-to-buy.html
2022-05-15 09:30:00,The Highest Paid CEOs in the S&amp;P 500: Top Pay Packages of 2021,"BUSINESS How much do CEOs make? Last year, the answer ranged from $0 to nearly $300 million, according to The Wall Street Journal’s annual ranking of S&P 500 companies. The median CEO’s compensation package in 2021 was $14.",^GSPC,https://finance.yahoo.com/m/5036f9b7-9ddc-3c46-8c88-f23b17dacaec/the-highest-paid-ceos-in-the.html
2022-05-15 07:16:53,Top 5 Things to Watch in Markets in the Week Ahead,"Shanghai aims to reopen more COVID-shut businesses, Beijing battles on",,https://finance.yahoo.com/news/top-5-things-watch-markets-071653837.html
2022-05-15 06:30:00,$11 Trillion and Counting: Global Stock Slump May Not Be Over,©2022 Bloomberg L.P.,"^GSPC,^GSPC",https://finance.yahoo.com/news/11-trillion-counting-global-stock-063000467.html
,"How Nasdaq Makes Money: Capital Markets, Services, Fees",,,https://finance.yahoo.com/m/a8ea8a45-6a2a-3958-a33c-be8d2a6b488c/how-nasdaq-makes-money-.html
,Investment Strategies for Extremely Volatile Markets,,,https://finance.yahoo.com/m/f710f90d-e5c3-332f-8270-7999df4de439/investment-strategies-for.html
2022-05-14 21:00:00,Is it the end of the FAANG era? Why the market has turned against tech stocks,This story was originally featured on Fortune.com,"^GSPC,^GSPC",https://finance.yahoo.com/news/end-faang-era-why-market-210000843.html
2022-05-14 20:46:00,Hard Landing for Pandemic Darling Stocks,"The meteoric rise of the pandemic stocks led to investors who found themselves flush with cash as work from home companies benefited. Demand for the stocks rose exponentially, mirroring consumer enthusiasm for products such as Peloton ( ), Netflix ( ), Roku ( ) and Zoom ( ) as people stayed at home and watched movies, talked to their friends and family members on video calls and exercised at home instead of gyms. Investor optimism and enthusiasm was off the charts in the second half of 2021 and even in 2022 despite declining revenue as work from home stocks fell out of favor when the economy reopened and some people returned to the office.","PTON,NFLX",https://finance.yahoo.com/m/0b1550e8-5d92-3317-a011-c73ed017c9e8/hard-landing-for-pandemic.html
,It Might Not Be Time to Buy the Dip. This Expert Sees Stocks Falling Even Lower.,,,https://finance.yahoo.com/m/d47596ae-46e1-31af-a97f-af0bf255f627/it-might-not-be-time-to-buy.html
2022-05-14 20:23:00,These money and investing tips can help you juggle whatever the stock market throws at you,Most investors — including many money managers — have never experienced the destructive nature of a bear market. This Wall Street legend has lived through every bear market since the 1950s. Bear markets that begin with big losses in their first four months last about as long as those that do not.,^GSPC,https://finance.yahoo.com/m/2a21b704-0db4-32fb-a4f3-9e22946ce681/these-money-and-investing.html
2022-05-14 17:39:00,"Despite bounce, S&amp;P 500 hovers close to bear market. Here’s the number that counts","The latest bull market for U.S. stocks remains on the brink of expiring, with the benchmark S&P 500 just shy of the threshold that marks bear territory. A Friday bounce for stocks saw the S&P 500 nearly halve its decline for the week to 2.4%, closing at 4023.89. In One Chart: Stock market’s ‘ultimate lows’ are still ahead as investors have not yet capitulated, says B. of A.","^GSPC,COMP,^DJI",https://finance.yahoo.com/m/1fe02e86-96be-3946-b2ed-47882ae2dc9f/despite-bounce-s-p-500.html
2022-05-14 16:20:00,The FDA Has Approved Eli Lilly’s Diabetes Drug. But the Most Exciting Market May Be Something Else.,"The U.S. Food and Drug Administration approved Eli Lilly novel treatment for diabetes on Friday, in a widely anticipated move after the drug led to impressive drops in blood sugar and body weight in clinical trials. Lilly stock (ticker: LLY) closed up just 0.3% Friday, at $291.63, but it has proved a favorite even in a faltering market. While the has dropped 4.4% in the past 12 months, Lilly shares are up 50%.","LLY,NVO",https://finance.yahoo.com/m/6151818f-c986-36d9-9a96-444f5388500a/the-fda-has-approved-eli.html
2022-05-14 16:18:00,What Baby Formula Shortages Mean for Abbott Stock,"Shortages of baby formula have been a major concern for parents everywhere, and have even attracted the attention of the White House. In fact, coming into the open on Friday, shares for the healthcare products company have fallen 23.3% year to date. The baby formula shortage has been an ongoing issue for parents for months, caused by supply-chain shortages affecting consumer goods everywhere.",ABT,https://finance.yahoo.com/m/51ee55b7-0467-3472-99e8-3ea9042a9ec2/what-baby-formula-shortages.html
,Venezuela plans stock sale in break from socialist model,,,https://finance.yahoo.com/m/9b0a7515-1882-37fe-ad07-fa18e9156285/venezuela-plans-stock-sale-in.html
,How Utility Stocks Have Kept Their Spark,,,https://finance.yahoo.com/m/b0f57a96-9eb1-300a-bb18-6e42ac486dc1/how-utility-stocks-have-kept.html
2022-05-14 14:01:00,Some members of Congress are submitting comically illegible stock-trade disclosures — and nobody on Capitol Hill is doing anything about it,Read the original article on Business Insider,"META-USD,META-USD",https://finance.yahoo.com/news/members-congress-submitting-comically-illegible-140100807.html
2022-05-14 14:00:00,10 Tips for Clawing Ahead in a Bear Market,"Remember, behind every bear market a bull is waiting. Here's how to survive and thrive while stocks growl.",^GSPC,https://finance.yahoo.com/m/fe68aada-3c74-3b21-a63f-0a759e5bf362/10-tips-for-clawing-ahead-in.html
2022-05-14 13:45:00,The Stock Market Nearly Entered a Bear Market. What History Says Happens Next.,"A Friday rally saves the S&P 500 from a technical bear market, but leaves questions hanging: How long will this last, and will it end in recession?",^GSPC,https://finance.yahoo.com/m/80803f6f-9d89-360a-9916-d04a0a16c297/the-stock-market-nearly.html
2022-05-14 13:27:00,"Sizing Up Fallen IPO Stocks: Bumble, Beyond Meat, Coinbase","The dating app went public in much more generous times. And while its shares have come down, its business has done very nicely.","BMBL,COIN",https://finance.yahoo.com/m/8b1a00a3-6307-34c2-9b18-c098f58c4cb6/sizing-up-fallen-ipo-stocks-.html
2022-05-14 12:50:37,"Eli Lilly, Albemarle Lead Five Ways To Play A Stock Market Rally",Eli Lilly and Albemarle lead five stocks that have shown resilience amid the sell-off and may be poised to lead the way forward.,"CI,LLY,DLTR,WWE",https://finance.yahoo.com/m/41c5b9b9-de68-3e64-8f32-e235c1b26cc6/eli-lilly-albemarle-lead.html
2022-05-14 12:23:00,‘The market is shifting.’ Here’s exactly when 3 economists predict competition in the housing market will decline,"MarketWatch Picks has highlighted these products and services because we think readers will find them useful; the MarketWatch News staff is not involved in creating this content. Mortgage rates on 30-year fixed rate loans have climbed from about 3.5% earlier this year to upwards of 5.6%, and pros say they may go higher (see the lowest mortgage rates you can qualify for here). Home prices too have made a steady climb upwards, growing about 20% from March 2021 to March 2022, according to CoreLogic.",,https://finance.yahoo.com/m/7a280c97-650f-35dc-af62-f8f2b6180d10/%E2%80%98the-market-is-shifting-%E2%80%99.html
2022-05-14 12:15:00,"Has the junk-bond market hit bottom? Liquidity issues may be up next, warns this industry veteran","'There is a scenario where it all looks pretty cheap right now,' says Rajay Bagaria, chief investment officer at Wasserstein Debt Opportunities, but he also warns of 'false comfort.'",,https://finance.yahoo.com/m/d252c7a4-433a-32b9-940a-ae428cbbc094/has-the-junk-bond-market-hit.html
2022-05-14 12:00:00,America is running out of baby formula because 3 companies control the market and babies aren’t that profitable,This story was originally featured on Fortune.com,"ABT,ABT",https://finance.yahoo.com/news/america-running-baby-formula-because-120000395.html
2022-05-14 11:50:00,"Federal agency accuses Wall Street employee of altering competing job offer to successfully obtain a $28,000 raise",Read the original article on Business Insider,,https://finance.yahoo.com/news/federal-agency-accuses-wall-street-115000247.html
2022-05-14 07:31:25,"Warren Buffett's Berkshire Hathaway buys more Occidental Petroleum stock, boosting its bet on the energy giant to about $7.5 billion",Read the original article on Business Insider,,https://finance.yahoo.com/news/warren-buffetts-berkshire-hathaway-buys-105110521.html
2022-05-14 07:06:52,Is Cash Trash? This Should Be Your Cash Allocation in a Bear Market,The post Is Cash Trash? This Should Be Your Cash Allocation in a Bear Market appeared first on SmartAsset Blog.,,https://finance.yahoo.com/news/cash-trash-cash-allocation-bear-070652122.html
2022-05-14 04:47:16,Tech groups cut jobs and risk-taking in new reality of market rout,"Apple, Amazon, Alphabet and Meta have collectively seen $2.1tn wiped off their market capitalisations","FB,AAPL,AMZN",https://finance.yahoo.com/m/a44367e9-2ca4-3d9f-9737-f88771886b12/tech-groups-cut-jobs-and.html
2022-05-14 04:00:00,Stocks Are Way Down. They’re Still Expensive.,"The S&P 500 still has plenty of room to fall, if history is any guide","^GSPC,COMP",https://finance.yahoo.com/m/7be16d76-ac2f-3eb7-b803-b7500dcb461a/stocks-are-way-down-they%E2%80%99re.html
2022-05-14 02:13:59,Ford Offloads More Rivian Automotive Stock After Lockup Ends,©2022 Bloomberg L.P.,"RIVN,F,RIVN,F",https://finance.yahoo.com/news/ford-offloads-more-rivian-automotive-021359417.html
,Kellogg Stock Could Put Some Pop in Your Portfolio,,,https://finance.yahoo.com/m/8dbf31aa-0b2d-3872-bf8a-5a927bb1349f/kellogg-stock-could-put-some.html
2022-05-14 00:00:00,Chinese Stocks Stand Out as Rare Winners in Global Equity Rout,©2022 Bloomberg L.P.,,https://finance.yahoo.com/news/chinese-stocks-stand-rare-winners-000000382.html
,How to Avoid the Biotech Bear Market: Get Some Products Approved,,,https://finance.yahoo.com/m/b24a4115-c2ca-30c7-a0f2-4b4dfd3ef327/how-to-avoid-the-biotech-bear.html
2022-05-13 22:40:10,Stocks &amp; ETFs for Summer Travel Surge,"Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free report Apple Inc. (AAPL) : Free Stock Analysis Report Microsoft Corporation (MSFT) : Free Stock Analysis Report Marriott International, Inc. (MAR) : Free Stock Analysis Report Delta Air Lines, Inc. (DAL) : Free Stock Analysis Report NVIDIA Corporation (NVDA) : Free Stock Analysis Report Norwegian Cruise Line Holdings Ltd. (NCLH) : Free Stock Analysis Report Hilton Worldwide Holdings Inc. (HLT) : Free Stock Analysis Report Defiance Hotel, Airline, and Cruise ETF (CRUZ): ETF Research Reports To read this article on Zacks.com click here. Zacks Investment Research",,https://finance.yahoo.com/news/stocks-etfs-summer-travel-surge-224010154.html
,"Disney, WeWork, Twitter: Stocks That Defined the Week",,,https://finance.yahoo.com/m/7ae68fb2-0c54-3285-b098-b1db4fbc7241/disney-wework-twitter-.html
2022-05-13 22:27:00,Don’t Panic. It’s Time to Be Bold and Buy Stocks.,"Big downturns are part of the investing game. No one knows where the bottom is, but here’s where to find good deals in quality stocks.",^GSPC,https://finance.yahoo.com/m/a2e030a4-63df-3b75-a6cd-7abef566a96e/don%E2%80%99t-panic-it%E2%80%99s-time-to-be.html
2022-05-13 22:15:38,7 Profitable Places to Hide Your Money During a Bear Market,The post 7 Profitable Places to Hide Your Money During a Bear Market appeared first on InvestorPlace.,"^DJI,^DJI",https://finance.yahoo.com/news/7-profitable-places-hide-money-221538580.html
2022-05-13 22:15:29,"Airbnb Stock: Is It A Buy Or Sell? Here's What Fundamentals, ABNB Stock Chart Action Say","Airbnb stock has dazzled investors since its Nasdaq debut in December last year. From its initial public offering price of $68 per share, ABNB stock has soared as much as 223%.",ABNB,https://finance.yahoo.com/m/580886a6-3e0d-35a7-a481-18be1eabcd9f/airbnb-stock-is-it-a-buy-or.html
2022-05-13 22:15:10,Acerinox (ANIOY) Gains But Lags Market: What You Should Know,"Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free report Acerinox (ANIOY) : Free Stock Analysis Report To read this article on Zacks.com click here. Zacks Investment Research","ANIOY,^GSPC,ANIOY,^GSPC",https://finance.yahoo.com/news/acerinox-anioy-gains-lags-market-221510071.html
2022-05-13 22:15:10,Best Buy (BBY) Stock Sinks As Market Gains: What You Should Know,"Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free report Best Buy Co., Inc. (BBY) : Free Stock Analysis Report To read this article on Zacks.com click here. Zacks Investment Research","BBY,BBY",https://finance.yahoo.com/news/best-buy-bby-stock-sinks-221510306.html
2022-05-13 22:04:00,"Stock market’s ‘ultimate lows’ are still ahead as investors have not yet capitulated, says B. of A.","Investors haven’t capitulated in this year’s beaten-up stock market, according to strategists at B. of A. Global Research.","^DJI,COMP,^GSPC",https://finance.yahoo.com/m/dbd6f402-73de-3f6f-8166-d9aa572369db/stock-market%E2%80%99s-%E2%80%98ultimate.html
2022-05-13 22:03:58,Signs of market bottom elude investors after steep selloff,(Reporting by Lewis Krauskopf in New York; Editing by Ira Iosebashvili and Matthew Lewis),"^GSPC,COMP,^GSPC,COMP",https://finance.yahoo.com/news/signs-market-bottom-elude-investors-220358866.html
,Peloton Stock Finally Gets a Win After It Teases Rowing Machine,,,https://finance.yahoo.com/m/67f8f6c2-2343-3ff7-b36a-22bb3b9b87f0/peloton-stock-finally-gets-a.html
2022-05-13 22:01:30,"Is AFRM A Buy Now Or A Sell? What Affirm's Fundamentals, IBD Ratings, Stock Chart Say",A continued drop through the 50-day line and the 10-week moving average spurs another defensive sell rule.,AFRM,https://finance.yahoo.com/m/055c50a2-7541-382f-b72f-17c3a18325e6/is-afrm-a-buy-now-or-a-sell-.html
2022-05-13 21:50:09,Walgreens Boots Alliance (WBA) Gains But Lags Market: What You Should Know,"Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free report Walgreens Boots Alliance, Inc. (WBA) : Free Stock Analysis Report To read this article on Zacks.com click here. Zacks Investment Research","WBA,^GSPC,WBA,^GSPC",https://finance.yahoo.com/news/walgreens-boots-alliance-wba-gains-215009941.html
,"AutoNation, Fiserv, and Other Stocks See Action From Activist Investors",,,https://finance.yahoo.com/m/55917e86-04c3-3749-bbb6-c3d00920b8df/autonation-fiserv-and-other.html
2022-05-13 21:42:47,"World's Richest Family Bet on Munis, Japanese Stocks, Coinbase",©2022 Bloomberg L.P.,"COIN,COIN",https://finance.yahoo.com/news/worlds-richest-family-bet-munis-214247728.html
2022-05-13 21:38:00,Stocks Trim Weekly Losses With Friday Gains,"The Dow industrials added more than 450 points. Still, major stock indexes finished the week with losses.","^FTSE,^FCHI",https://finance.yahoo.com/m/a369ad50-cc6e-365a-bab4-6e1b6a6c7edf/stocks-trim-weekly-losses.html
2022-05-13 21:35:00,Warren Buffett Beats the Market Rout Again,"Billionaire Warren Buffet is one of two people in the top ten richest people in the world who has seen his net worth rise since January, according to the Bloomberg Billionaires Index. The CEO of Berkshire Hathaway ( (BRK.A) - Get Berkshire Hathaway Inc. Class A Report, is ranked number five on the index, which is a daily ranking of the world's richest people. The only other billionaire in the top 10 of the Bloomberg list is Gautam Adani, an Indian infrastructure magnate that owns real estate, commodities and power generation and transmission, whose total net worth is $102 billion and his year-to-date performance is a profit of $25.5 billion.","BRK-B,CVX,OXY",https://finance.yahoo.com/m/3a62602a-7d90-3d38-a88f-a2f3449c76ee/warren-buffett-beats-the.html
2022-05-13 21:29:13,Market Recap – Where to Find Strength in the Market,The post Market Recap – Where to Find Strength in the Market appeared first on InvestorPlace.,"^GSPC,^DJI,^GSPC,^DJI",https://finance.yahoo.com/news/market-recap-where-strength-market-212913977.html
2022-05-13 21:24:07,3 Most-Shorted Stocks to Buy That Have Bottomed,The post 3 Most-Shorted Stocks to Buy That Have Bottomed appeared first on InvestorPlace.,"UPST,TSLA,CHWY,UPST,TSLA,CHWY",https://finance.yahoo.com/news/3-most-shorted-stocks-buy-212407506.html
2022-05-13 21:12:47,"4 Top Stock Trades for Monday: SPY, COST, AFRM, ACB","The post 4 Top Stock Trades for Monday: SPY, COST, AFRM, ACB appeared first on InvestorPlace.","COST,ACB,^GSPC,AFRM,SPY,COST,ACB,^GSPC,AFRM,SPY",https://finance.yahoo.com/news/4-top-stock-trades-monday-211247369.html
2022-05-13 21:10:03,Upstart Stock: I Bought the Dip and the Dip Won,The post Upstart Stock: I Bought the Dip and the Dip Won appeared first on InvestorPlace.,"UPST,UPST",https://finance.yahoo.com/news/upstart-stock-bought-dip-dip-211003337.html
2022-05-13 21:03:00,: Stocks End Higher As Powell Offers Soothing Words,"Stocks finished higher Friday, snapping a six-day losing streak for the Dow, as investors looked to an ease in market volatility amid stabilizing cryptocurrency prices and detailed comments on near-term rates hikes from Federal Reserve Chairman Jerome Powell. The Dow Jones Industrial Average finished up 466 points, or 1.47%, to 32,196.66, while the S&P 500 gained 2.39% and the tech-heavy Nasdaq rose 3.82%. Speaking with the Marketplace public radio show, Powell essentially confirmed the case for 50 basis point rate hikes at the next two policy meetings in June and July """"if the economy performs about as expected"" and reiterated his view that a 75 basis point hike isn't being 'actively considered"".",^DJI,https://finance.yahoo.com/m/25654d5a-8cb1-308e-b99b-02cc2e2c19d6/stock-market-today-5-13-.html
2022-05-13 21:00:40,Is PTON Stock A Buy Or Sell After Q3 Earnings Report?,Peloton stock was a top performer in the coronavirus stock market rally. But it's spun out over the past year.,"PTON,AAPL",https://finance.yahoo.com/m/dd20d049-ca20-33f2-9c5a-c61882463b05/is-pton-stock-a-buy-or-sell.html
,Is Mattel Stock Toying Around With Investors?,,,https://finance.yahoo.com/m/ecd6327a-6830-3f75-8193-414684ee53c5/is-mattel-stock-toying-around.html
2022-05-13 20:54:00,Dow suffers longest losing streak since 2001 as stocks benchmarks extend weekly losses despite closing sharply higher Friday,"U.S. stocks close sharply higher Friday, but all three major benchmarks suffer another week of losses amid heightened volatility.",^GSPC,https://finance.yahoo.com/m/09c5fafc-3ec2-37ea-8826-e94d2b18acac/dow-suffers-longest-losing.html
,Global stocks record longest weekly losing streak since 2008 crisis,,,https://finance.yahoo.com/m/0e4a3b74-f64b-3964-a176-7a3fcc6f17ac/global-stocks-record-longest.html
2022-05-13 20:48:28,Howard Schultz buys $10M worth of Starbucks stock,The interim CEO's investment could signal confidence that union and pandemic concerns affecting Starbucks are temporary and won't impact long-term growth.,SBUX,https://finance.yahoo.com/m/f6cba0a0-47c9-3089-aad8-68d0289f51c0/howard-schultz-buys-10m.html
2022-05-13 20:47:00,We Are Not in a Bear Market… Yet,The post We Are Not in a Bear Marketâ¦ Yet appeared first on InvestorPlace.,"^GSPC,^GSPC",https://finance.yahoo.com/news/not-bear-market-yet-204700773.html
,Investors Face a World Where Stocks No Longer Reign,,,https://finance.yahoo.com/m/a1f5a53f-f0f7-3776-bb73-0eaca20a8f25/investors-face-a-world-where.html
2022-05-13 20:45:17,CANADA STOCKS-TSX posts biggest gain in 15 months as 'dip buying' boosts tech shares,"""The TSX had been hanging in a lot better than other global markets,"" said Gregory Taylor, portfolio manager at Purpose Investments. ""What we saw is that people finally started selling their winners to fund problems in other parts of their portfolios."" (Reporting by Fergal Smith; Additional reporting by Amal S in Bengaluru Editing by Marguerita Choy)","SJR,SJR",https://finance.yahoo.com/news/canada-stocks-tsx-posts-biggest-204517600.html
,"Stock Of The Day, CF Industries, Makes Bullish Move, Breaks Trendline",,,https://finance.yahoo.com/m/af5ed619-d890-3a72-9e9a-1125a0125cc2/stock-of-the-day-cf.html
,Twitter Stock Falls After Elon Musk Says Deal Is ‘On Hold’,,,https://finance.yahoo.com/m/d3e28248-b8d8-33d3-9716-c78594b1c88d/twitter-stock-falls-after.html
